complaint_id,complaint_officer_number,officer_days_on_force_at_incident,allegation_record_identity,fado_type,allegation,victim_age_range_at_incident,victim_gender,victim_race_legacy,investigator_recommendation,ccrb_allegation_disposition,tax_id,officer_rank_at_incident,officer_command_at_incident,victim_race_ethnicity,nypd_allegation_disposition,officer_years_on_force_at_incident
200404935,1,6704,358592,Force,Physical force,49 < Age <= 54,Male/Man,Asian,Unsubstantiated,Unsubstantiated,888805.0,Police Officer,005 PCT,Unknown,Unknown,18.37
200912352,1,0,655937,Force,Physical force,0,Female/Woman,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
200717787,1,1415,540523,Abuse of Authority,Search (of person),44 < Age <= 49,Male/Man,Black,Exonerated,Exonerated,934050.0,Police Officer,075 PCT,Unknown,Unknown,3.88
202307129,1,7698,1236520,Abuse of Authority,Threat to damage/seize property,29 < Age <= 34,Female/Woman,Unknown,Unfounded,Unfounded,930313.0,Sergeant,010 PCT,Other Hispanic/Latino (E),Unknown,21.09
200608695,6,0,500482,Force,Physical force,20 < Age <= 24,Male/Man,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
200905908,2,745,632540,Abuse of Authority,Vehicle stop,0,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,943137.0,Police Officer,009 PCT,Unknown,Unknown,2.04
200613383,1,0,472240,Abuse of Authority,Question and/or stop,0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201103411,1,1706,739735,Discourtesy,Word,44 < Age <= 49,Female/Woman,Hispanic,Unsubstantiated,Unsubstantiated,942317.0,Police Officer,075 PCT,Unknown,Unknown,4.67
202412339,2,769,1301803,Force,Physical force,29 < Age <= 34,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,975671.0,Police Officer,081 PCT,Decline to Answer (NA),Unknown,2.11
201704704,1,0,988075,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,047 PCT,Unknown,Unknown,0.0
200702356,3,0,528208,Force,Physical force,20 < Age <= 24,Male/Man,Black,Unfounded,Unfounded,0,Unknown,MTS PCT,Unknown,Unknown,0.0
202400646,1,2028,1274460,Force,Physical force,14 < Age <= 17,Female/Woman,Unknown,Unfounded,Unfounded,966349.0,Police Officer,100 PCT,Other Hispanic/Latino (E),Unknown,5.56
201300382,3,3468,871241,Abuse of Authority,Refusal to provide name/shield number,14 < Age <= 17,Male/Man,Black,Exonerated,Exonerated,932690.0,Sergeant,041 PCT,Unknown,Unknown,9.5
201400098,1,0,860304,Abuse of Authority,Vehicle search,34 < Age <= 39,Female/Woman,White,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202203679,3,0,1219623,Force,Gun Pointed,49 < Age <= 54,Male/Man,Black,Unfounded,Unfounded,0,Unknown,Unknown,Unknown,Unknown,0.0
200505384,1,0,399302,Force,Physical force,0,Unknown,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200200713,2,3928,288601,Discourtesy,Word,20 < Age <= 24,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,913795.0,Police Officer,PSA 5,Unknown,Unknown,10.76
202002937,3,1574,1124831,Abuse of Authority,Frisk,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,961483.0,Police Officer,079 PCT,Unknown,Unknown,4.31
201701641,1,0,978702,Force,Gun Pointed,0,Male/Man,Unknown,Victim Unidentified,Victim Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
202107496,1,5993,1179020,Force,Physical force,29 < Age <= 34,Unknown,Unknown,Exonerated,Within NYPD Guidelines,939510.0,Captain,078 PCT,Unknown,Unknown,16.42
202402894,2,0,1269247,Abuse of Authority,Improper use of body-worn camera,29 < Age <= 34,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,0,Unknown,Unknown,Unknown,Unknown,0.0
202403157,1,269,1272922,Abuse of Authority,Refusal to provide name,24 < Age <= 29,Male/Man,Unknown,Substantiated,Substantiated (Command Discipline A),977049.0,Police Officer,044 PCT,Black and/or African American (R),APU - Decision Pending,0.74
200307224,2,2345,332801,Abuse of Authority,Premises entered and/or searched,44 < Age <= 49,Female/Woman,Black,Unsubstantiated,Unsubstantiated,919612.0,Police Officer,075 PCT,Unknown,Unknown,6.42
201606695,1,2217,965817,Abuse of Authority,Search (of person),29 < Age <= 34,Male/Man,Black,Unsubstantiated,Unsubstantiated,949822.0,Police Officer,041 PCT,Unknown,Unknown,6.07
202406522,1,4553,1281779,Abuse of Authority,Improper use of body-worn camera,20 < Age <= 24,Male/Man,Unknown,Unfounded,Unfounded,951980.0,Sergeant,079 PCT,Unknown,Unknown,12.47
200706234,1,1403,507521,Discourtesy,Word,17 < Age <= 20,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,932234.0,Police Officer,PSA 7,Unknown,Unknown,3.84
201412522,1,4187,903459,Discourtesy,Action,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Unsubstantiated,933511.0,Police Officer,PSA 7,Unknown,Unknown,11.47
201807230,2,4606,1045500,Abuse of Authority,Forcible Removal to Hospital,54 < Age <= 59,Female/Woman,Unknown,Exonerated,Exonerated,939900.0,Police Officer,101 PCT,Unknown,Unknown,12.62
202304975,2,887,1250833,Abuse of Authority,Search of Premises,0,Unknown,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,970757.0,Police Officer,069 PCT,Unknown,Unknown,2.43
201707212,2,0,1004040,Abuse of Authority,Stop,24 < Age <= 29,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,PSA 2,Unknown,Unknown,0.0
200814930,2,1560,631871,Discourtesy,Word,17 < Age <= 20,Male/Man,Hispanic,Unfounded,Unfounded,935465.0,Police Officer,107 PCT,Unknown,Unknown,4.27
201506168,1,0,924591,Abuse of Authority,Property damaged,54 < Age <= 59,Female/Woman,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200504327,4,0,435138,Force,Physical force,14 < Age <= 17,Male/Man,Black,Unfounded,Unfounded,0,Unknown,Unknown,Unknown,Unknown,0.0
201609232,1,1574,977701,Force,Physical force,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,953216.0,Police Officer,120 PCT,Unknown,Unknown,4.31
201705828,4,552,993088,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,960108.0,Police Officer,072 PCT,Unknown,Unknown,1.51
201710288,2,3989,1009800,Abuse of Authority,Strip-searched,17 < Age <= 20,Male/Man,Black,Unfounded,Unfounded,943238.0,Sergeant,103 PCT,Unknown,Unknown,10.93
202006245,2,1145,1149863,Force,Physical force,24 < Age <= 29,Male/Man,White,Exonerated,Exonerated,963854.0,Police Officer,024 PCT,Unknown,Unknown,3.14
200512847,2,5489,437231,Abuse of Authority,Vehicle stop,34 < Age <= 39,Male/Man,Black,Exonerated,Exonerated,898730.0,Sergeant,026 PCT,Unknown,Unknown,15.04
201509017,1,3373,941257,Abuse of Authority,Property damaged,20 < Age <= 24,Male/Man,Black,Substantiated,Substantiated (Command Lvl Instructions),941300.0,Police Officer,SOD SRG,Unknown,Instructions,9.24
200309346,1,3069,351065,Abuse of Authority,Refusal to provide name/shield number,20 < Age <= 24,Male/Man,Black,Substantiated,Substantiated (Charges),915461.0,Sergeant,PBBN AC,Unknown,Instructions,8.41
202508787,2,954,1330121,Force,Physical force,34 < Age <= 39,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,976203.0,Police Officer,041 PCT,Other Hispanic/Latino (E),Unknown,2.61
201104226,1,0,736675,Force,Pepper spray,20 < Age <= 24,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,TB DT23,Unknown,Unknown,0.0
200302519,2,4354,317967,Force,Physical force,0,Unknown,Unknown,Exonerated,Exonerated,899647.0,Police Officer,048 PCT,Unknown,Unknown,11.93
201900746,1,5680,1092415,Discourtesy,Word,64 < Age <= 69,Female/Woman,Black,Exonerated,Exonerated,932380.0,Sergeant,044 PCT,Unknown,Unknown,15.56
201401094,2,2400,866084,Abuse of Authority,Frisk,20 < Age <= 24,Male/Man,Hispanic,Substantiated,Substantiated (Formalized Training),944715.0,Police Officer,121 PCT,Unknown,Unknown,6.58
200914711,1,6715,658842,Abuse of Authority,Property damaged,24 < Age <= 29,Male/Man,Black,Miscellaneous - Subject Retired,Miscellaneous - Subject Retired,910539.0,Police Officer,TB DT20,Unknown,Unknown,18.4
200408094,1,0,367346,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,0,Unknown,ESU,Unknown,Unknown,0.0
200604877,1,0,444880,Discourtesy,Word,24 < Age <= 29,Male/Man,Other Race,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200409653,1,822,371504,Abuse of Authority,Refusal to provide name/shield number,17 < Age <= 20,Male/Man,Black,Complaint Withdrawn,Complaint Withdrawn,931052.0,Police Officer,101 PCT,Unknown,Unknown,2.25
202403411,1,0,1271028,Abuse of Authority,Threat of summons,49 < Age <= 54,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,South Asian (R),Unknown,0.0
200511237,1,3736,449932,Abuse of Authority,Threat of arrest,34 < Age <= 39,Female/Woman,Black,Unsubstantiated,Unsubstantiated,916337.0,Lieutenant,032 PCT,Unknown,Unknown,10.24
202501678,1,0,1317189,Force,Physical force,44 < Age <= 49,Male/Man,Unknown,Unfounded,Unfounded,0,Unknown,Unknown,Black and/or African American (R),Unknown,0.0
200208361,1,0,308299,Discourtesy,Word,0,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
201003277,1,0,685720,Force,Physical force,24 < Age <= 29,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201016440,2,0,726088,Force,Chokehold,0,Unknown,Unknown,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201904302,1,1591,1058289,Discourtesy,Word,34 < Age <= 39,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,958131.0,Police Officer,063 PCT,Unknown,Unknown,4.36
200900242,1,0,607221,Abuse of Authority,Refusal to provide name/shield number,29 < Age <= 34,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200200679,2,4118,302481,Force,Physical force,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,897332.0,Detective,Q/S-ND,Unknown,Unknown,11.28
200703812,1,4945,496648,Discourtesy,Word,34 < Age <= 39,Female/Woman,White,Complainant Uncooperative,Complainant Uncooperative,905074.0,Police Officer,TRF/MTF,Unknown,Unknown,13.55
202401162,1,1678,1285456,Abuse of Authority,Other,24 < Age <= 29,Male/Man,Unknown,Unable to Determine,Unable to Determine,968036.0,Police Officer,075 PCT,Unknown,Unknown,4.6
201009368,1,6583,704116,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,902639.0,Police Officer,033 PCT,Unknown,Unknown,18.04
202205785,1,0,1190812,Force,Physical force,44 < Age <= 49,Male/Man,White,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201804953,1,4180,1023142,Abuse of Authority,Refusal to provide name/shield number,39 < Age <= 44,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,943934.0,Police Officer,122 PCT,Unknown,Unknown,11.45
200915317,2,1689,664827,Abuse of Authority,Search (of person),17 < Age <= 20,Male/Man,Black,Exonerated,Exonerated,936390.0,Police Officer,067 PCT,Unknown,Unknown,4.63
201608637,1,1188,966825,Abuse of Authority,Property damaged,29 < Age <= 34,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,954911.0,Police Officer,073 PCT,Unknown,Unknown,3.25
201706960,1,0,995175,Abuse of Authority,Vehicle search,44 < Age <= 49,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,PCT 047,Unknown,Unknown,0.0
202310265,1,2939,1250185,Abuse of Authority,Property damaged,29 < Age <= 34,Female/Woman,Unknown,Unfounded,Unfounded,960068.0,Police Officer,077 PCT,Black and/or African American (R),Unknown,8.05
202400619,1,353,1301562,Abuse of Authority,Unlawful Arrest,34 < Age <= 39,Male/Man,Unknown,Substantiated,Substantiated (Charges),976095.0,Police Officer,046 PCT,Black and/or African American (R),APU Closed: Terminated,0.97
200300839,1,0,312255,Abuse of Authority,Frisk and/or search,0,Unknown,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201601851,1,2067,946030,Abuse of Authority,Threat of arrest,44 < Age <= 49,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,949376.0,Police Officer,121 PCT,Unknown,Unknown,5.66
202505992,1,1241,1322309,Abuse of Authority,Frisk,20 < Age <= 24,Unknown,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,973677.0,Police Officer,067 PCT,Unknown,Unknown,3.4
200309839,1,4805,340540,Force,Physical force,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,897281.0,Sergeant,ND BXCI,Unknown,Unknown,13.16
201105174,1,3094,750480,Abuse of Authority,Threat of force (verbal or physical),17 < Age <= 20,Male/Man,Black,Alleged Victim Uncooperative,Alleged Victim Uncooperative,929989.0,Sergeant,023 PCT,Unknown,Unknown,8.48
200504225,1,1019,405634,Abuse of Authority,Threat of arrest,24 < Age <= 29,Female/Woman,Black,Exonerated,Exonerated,931497.0,Police Officer,077 PCT,Unknown,Unknown,2.79
202503042,1,0,1313380,Discourtesy,Action,49 < Age <= 54,Male/Man,Unknown,SRAD Closure,SRAD Closure,0,Unknown,Unknown,Decline to Answer (NA),Unknown,0.0
200913268,1,0,650740,Abuse of Authority,Stop,39 < Age <= 44,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201301538,1,0,818315,Force,Physical force,34 < Age <= 39,Male/Man,Hispanic,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
200509276,1,403,421058,Abuse of Authority,Retaliatory arrest,20 < Age <= 24,Male/Man,Black,Unsubstantiated,Unsubstantiated,934668.0,Police Officer,MTS PCT,Unknown,Unknown,1.1
201108725,3,6515,758004,Abuse of Authority,Threat of arrest,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Unsubstantiated,903384.0,Sergeant,025 PCT,Unknown,Unknown,17.85
200908196,2,250,681103,Abuse of Authority,Retaliatory summons,54 < Age <= 59,Male/Man,Black,Substantiated,Substantiated (Charges),947233.0,Police Officer,PSA 5,Unknown,Instructions,0.68
202406695,3,918,1282460,Abuse of Authority,Stop,24 < Age <= 29,Male/Man,Unknown,Unable to Determine,Unable to Determine,973614.0,Police Officer,075 PCT,Black and/or African American (R),Unknown,2.52
200306299,1,0,370557,Abuse of Authority,Refusal to obtain medical treatment,49 < Age <= 54,Male/Man,White,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
202306119,1,0,1232096,Abuse of Authority,Refusal to provide shield number,24 < Age <= 29,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Decline to Answer (NA),Unknown,0.0
201906874,1,7898,1066684,Abuse of Authority,Threat of arrest,34 < Age <= 39,Male/Man,Hispanic,Exonerated,Exonerated,920679.0,Captain,045 PCT,Unknown,Unknown,21.64
202400562,1,0,1259737,Discourtesy,Word,44 < Age <= 49,Male/Man,Unknown,OMB PEG Directive Closure,OMB PEG Directive Closure,0,Unknown,Unknown,Unknown,Unknown,0.0
201503315,1,0,915168,Discourtesy,Action,14 < Age <= 17,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202105337,3,0,1142737,Discourtesy,Word,39 < Age <= 44,Male/Man,White,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
202508079,2,1399,1328100,Force,Physical force,20 < Age <= 24,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,973095.0,Police Officer,077 PCT,Middle Eastern/North African (R),Unknown,3.83
201806991,3,1324,1077295,Abuse of Authority,Strip-searched,20 < Age <= 24,Male/Man,Black,Unsubstantiated,Unsubstantiated,957649.0,Police Officer,046 PCT,Unknown,Unknown,3.63
200003120,1,4667,252217,Abuse of Authority,Retaliatory summons,17 < Age <= 20,Male/Man,Black,Unfounded,Unfounded,893046.0,Detective,040 PCT,Unknown,Unknown,12.79
202000291,2,1187,1081867,Abuse of Authority,Property damaged,29 < Age <= 34,Male/Man,Black,Unsubstantiated,Unsubstantiated,962470.0,Police Officer,073 PCT,Unknown,Unknown,3.25
201808023,1,5184,1043013,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Unsubstantiated,Unsubstantiated,934949.0,Sergeant,113 PCT,Unknown,Unknown,14.2
201003477,1,0,688420,Abuse of Authority,Stop,0,Male/Man,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
201504162,2,502,920386,Abuse of Authority,Search (of person),20 < Age <= 24,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,956029.0,Police Officer,042 PCT,Unknown,Unknown,1.38
200205553,2,2596,321948,Force,Physical force,00 < Age <= 09,Unknown,Unknown,Unsubstantiated,Unsubstantiated,915324.0,Police Officer,HQ CUST,Unknown,Unknown,7.11
202500906,2,1297,1306312,Abuse of Authority,Vehicle stop,39 < Age <= 44,Male/Man,Unknown,Unable to Determine,Unable to Determine,971806.0,Police Officer,050 PCT,Other Hispanic/Latino (E),Unknown,3.55
202103892,1,0,1133015,Abuse of Authority,Refusal to provide name,54 < Age <= 59,Male/Man,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
200307182,2,801,335402,Abuse of Authority,Question and/or stop,14 < Age <= 17,Female/Woman,White,Exonerated,Exonerated,928372.0,Police Officer,PSA 8,Unknown,Unknown,2.19
202404284,1,1030,1274197,Force,Physical force,20 < Age <= 24,Male/Man,Unknown,Substantiated,Substantiated (Command Discipline B),971828.0,Police Officer,077 PCT,Black and/or African American (R),APU - Decision Pending,2.82
201702927,1,0,991793,Abuse of Authority,Stop,34 < Age <= 39,Female/Woman,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201904329,1,3603,1058303,Offensive Language,Other,59 < Age <= 64,Female/Woman,Black,Unsubstantiated,Unsubstantiated,947086.0,Police Officer,075 PCT,Unknown,Unknown,9.87
201502794,1,0,913520,Discourtesy,Word,0,Male/Man,Black,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
200104369,1,6360,283940,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,882814.0,Police Officer,024 PCT,Unknown,Unknown,17.42
201016079,2,6112,719864,Discourtesy,Word,17 < Age <= 20,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,905811.0,Detective,026 PCT,Unknown,Unknown,16.75
201806889,3,1139,1031173,Abuse of Authority,Property damaged,49 < Age <= 54,Male/Man,Black,Unfounded,Unfounded,959231.0,Police Officer,PSA 1,Unknown,Unknown,3.12
201705224,1,3998,1013378,Abuse of Authority,Search of Premises,0,Unknown,Unknown,Substantiated,Substantiated (Charges),942652.0,Detective,WARRSEC,Unknown,APU Guilty,10.95
202408568,1,7155,1343184,Force,Pepper spray,0,Unknown,Unknown,Unable to Determine,Unable to Determine,937315.0,Lieutenant,PSA 7,Unknown,Unknown,19.6
200915753,1,0,661181,Discourtesy,Action,0,Male/Man,Refused,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200807745,2,1793,588458,Abuse of Authority,Vehicle stop,34 < Age <= 39,Male/Man,White,Unsubstantiated,Unsubstantiated,932615.0,Police Officer,NARCBBS,Unknown,Unknown,4.91
201506851,3,582,928473,Force,Physical force,39 < Age <= 44,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,956185.0,Police Officer,HBM IRT,Unknown,Unknown,1.59
201708133,2,347,1007821,Force,Physical force,0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,962202.0,Police Officer,TB DT34,Unknown,Unknown,0.95
201311857,1,2535,858993,Discourtesy,Word,20 < Age <= 24,Male/Man,White,Unsubstantiated,Substantiated (Charges),943020.0,Police Officer,061 PCT,Unknown,APU Guilty,6.95
201800929,5,8245,1010269,Force,Nonlethal restraining device,24 < Age <= 29,Male/Man,Black,Closed - Pending Litigation,Closed - Pending Litigation,915452.0,Sergeant,060 PCT,Unknown,Unknown,22.59
